user_id,event_datetime,product_id,sales_value,vat_rate,discount_rate
8a3d904d-3fe0-470d-9c99-305a03895111,1/6/2020,0,401.71,0.05,
200f8ed8-f299-498b-86af-bc28ea5d153d,1/6/2020,9,607.98,0.2,0.11
50161486-49c9-4e1f-979a-79286d68f4b9,1/6/2020,1,594.81,0.2,0.07
8557f11d-e55d-447a-81b2-4b10126ff3e5,1/6/2020,6,674.30,0.2,0.11
63fe676f-e036-4276-9411-e3ed741e777d,1/6/2020,0,628.24,0.05,0.11
083e3306-ba5a-402d-8e78-e80a51ca57b2,1/6/2020,6,585.67,0.1,
e859287d-787d-4596-8282-87dc8d604e0c,1/6/2020,3,373.19,0.05,
c67f0f93-9089-470f-af0f-39410755686a,1/6/2020,2,833.29,0.05,
27588947-08e2-42b3-9257-3be724dd09ea,1/6/2020,7,752.24,0.05,
e8d6ef2b-9c65-4015-9801-d7dc8803ffe0,1/6/2020,3,936.97,0.05,0.11
6b758d7b-024a-4309-a1e7-c1290a4f9243,1/6/2020,2,735.09,0.2,0.05
1dec290e-a588-463d-b7cc-422ab83b4617,1/6/2020,1,427.42,,
ffafe3a5-e6eb-4932-ab80-872d4727c12f,1/6/2020,5,380.79,0.05,0.11
eee32c75-b65f-4c10-bde7-356be176faba,1/6/2020,3,852.66,0.2,0.05
cefe114a-bce3-493f-b9b2-51f54e699446,1/6/2020,4,423.76,0.05,0.05
acb2ab4a-28fd-4ac2-956d-34bfe8b01829,1/6/2020,6,307.59,0.2,0.07
46bc71b1-cf7d-43af-82fa-c6a1c250d6b5,1/6/2020,4,922.72,0.1,
7532adf2-571b-4cda-82a4-4d385e6501ad,1/6/2020,6,953.11,0.2,0.07
a5b302e1-ae39-474e-b1d1-5f51c77a617b,1/6/2020,7,845.72,0.1,
7cdcbdbd-7f03-4b8a-8a09-3085b88a7178,1/6/2020,4,365.79,0.2,
9a6a3800-e3a2-4977-b486-425094171b6e,1/6/2020,1,929.91,0.1,0.11
1d1724a2-9853-4043-9ea3-4aedbcd6250f,1/6/2020,1,560.81,0.05,0.07
549c14ba-119f-4571-9438-b66fdd71a77a,1/6/2020,9,191.53,0.1,0.07
44108d37-6389-4aca-8567-2b5dabaefe37,1/6/2020,7,914.34,0.1,0.07
513a9260-be44-43fa-8e82-ede4cfd59d6b,1/6/2020,2,809.90,0.05,0.05
3b6d76cf-c2db-40d9-90a0-8c887f11a34c,1/6/2020,5,510.17,0.05,0.05
40ad254a-232c-42f3-ab15-e2b3cf008696,1/6/2020,4,266.07,0.05,0.11
284d4272-e03f-4f68-a32f-a9e8b1b1febf,1/6/2020,5,307.45,0.2,
c3dfe174-c08a-41e6-9ccf-5fd54e3e7e1f,1/6/2020,2,903.85,,0.11
524b8f8b-e583-4aa9-96a3-7513229648ff,1/6/2020,6,177.55,0.2,
3fd414d6-5698-4a13-ae16-23c0d62dbeb6,1/6/2020,5,346.30,0.05,
902c4351-fb6c-4d91-8ea6-41390e81d421,1/6/2020,4,574.16,0.2,0.07
a1285ef9-67fb-4fd9-b6a8-e884e92d850d,1/6/2020,9,537.64,0.2,0.05
fabe6b49-a8d1-481b-b21d-2aaa6b9b387c,1/6/2020,9,897.93,0.2,0.07
fc6a48e7-a743-41c7-8dc1-aee4d9a4aa20,1/6/2020,2,376.91,0.05,
e91a795b-03ba-48ae-a2d2-3e2b673c3de5,1/6/2020,1,550.41,0.2,
cde357ec-a7bd-40c9-b43a-73dc88e6f702,1/6/2020,6,253.45,0.1,
cc849912-1a10-4397-aaa6-1bc0b7fcc88d,1/6/2020,7,509.58,0.2,0.07
2745899b-371b-40c0-ae30-3c6425a304c9,1/6/2020,9,424.04,0.2,0.07
09c547e8-6bd1-4500-965a-d6560d752294,1/6/2020,6,171.04,0.1,
4cfd3fd2-3740-4285-afa4-a1ad3ecf480f,1/6/2020,2,937.75,0.2,
2c8d10ee-c91a-4f1a-8cb4-8bf8aa0a654f,1/6/2020,2,156.37,0.2,
50159ece-343d-4d77-974d-bb20978b8ede,1/6/2020,0,587.37,0.05,
45933303-8f43-4d58-b5e6-5b245f1d2e14,1/6/2020,9,720.75,0.1,0.07
92b94cc0-57c0-45fb-8ae8-536eb2ae827d,1/6/2020,7,604.79,0.05,0.11
0674f04d-e202-46c0-bf8e-ade73044a9fc,1/6/2020,5,943.81,0.2,0.11
6825e993-bc42-48ec-8f7f-6c8fe0a03423,1/6/2020,5,361.30,0.2,0.05
1f7a4852-7e56-472f-9097-7866372b2e75,1/6/2020,6,359.56,,
3795ef2e-cd3b-4861-af0e-f1c72b788003,1/6/2020,3,414.85,0.2,
036af619-96f7-4397-b7e9-6ca8d3cd3c6f,1/6/2020,2,777.08,,
7743254e-9402-4950-977d-b0e77a34c8b2,1/6/2020,9,551.76,0.05,
c1089310-5c8f-4d46-a23a-cf8d60f2f399,1/6/2020,0,477.87,0.1,
46665026-dddb-49c7-94bc-a8d45a5b2f72,1/6/2020,7,726.78,0.2,
a041073b-e38a-47c6-af95-310849430f66,1/6/2020,3,781.03,0.1,0.11
0faa13c0-2500-4e13-9507-7a2645ef0eef,1/6/2020,5,606.84,0.05,0.11
0c3740df-6f74-4da9-b039-3c36c594672b,1/6/2020,5,593.39,0.1,0.11
695cf86c-7a91-4deb-99f1-eb582fd5c172,1/6/2020,2,109.18,0.1,
7fc07de1-f620-4236-9da8-789054e1dbd8,1/6/2020,1,830.76,,
3f3c77eb-c48b-4ce3-b583-a0a632432a74,1/6/2020,9,826.42,0.05,
83c15317-6ba5-4c25-a511-329da339296f,1/6/2020,2,397.34,0.05,0.11
14942b50-c30a-46f9-91a7-7ea66b3ebd92,1/6/2020,7,193.39,,0.05
ee331bae-8dd8-4376-ba56-4a99bf8e1c61,1/6/2020,1,712.31,0.1,
83e5dc19-659d-4bec-95f1-86b59ef9b2f4,1/6/2020,1,502.03,,0.11
4613c0cf-9f25-437c-ad1d-597929e7b596,1/6/2020,6,726.15,0.1,
3f0f6844-06fa-4955-9090-271617226055,1/6/2020,7,575.30,,0.05
7e6f7fe9-a849-425a-bea1-faffef468291,1/6/2020,5,314.69,0.1,
c7e51836-aa4b-41bc-b252-77ef89deb6e0,1/6/2020,6,807.46,,
e1694756-47ee-4e3e-b3dc-f06ca73861a6,1/6/2020,3,979.73,0.1,
7e590abd-66cb-4c8a-81aa-8201e34b2bf0,1/6/2020,7,556.71,0.2,
6789d9b4-08b3-48e4-bb1e-d7d0ab5883fa,1/6/2020,8,529.02,0.1,
8bb96dcf-ce17-43ae-947e-031213ac9444,1/6/2020,4,672.69,0.05,
41000e90-9f30-426e-a6c9-5aac8c0ef03c,1/6/2020,4,125.51,0.05,
375976c9-13a8-4f89-9039-6351aaebe5d1,1/6/2020,0,645.85,0.2,0.05
3a7e7656-1a07-479e-bef9-10444e1fd0db,1/6/2020,8,754.32,0.05,
1c67f489-9ee4-4d7c-be40-9feff480e9a3,1/6/2020,5,717.73,0.1,0.07
03d21c06-496a-473a-a946-4c4f77f0aefc,1/6/2020,2,188.44,0.1,0.11
26a15118-6664-4007-bc1f-26fdd31d567d,1/6/2020,7,464.72,,
9982fecd-7350-47fc-ac15-6b9f9ab58662,1/6/2020,5,288.38,0.1,0.11
272f621e-c35d-4e8d-b1a7-13f8fa0e769d,1/6/2020,6,274.20,,
2b4bdcc6-33d4-4adc-8e0d-eb591c0df3ad,1/6/2020,6,170.36,0.1,0.05
6ea6b9d2-1bce-4a69-9c4a-5bab5426e821,1/6/2020,2,609.44,0.1,0.11
274feb5a-191f-4d96-85e5-6b4e27be2eca,1/6/2020,8,561.78,,0.07
99bec3c4-dfeb-4297-bd34-bc9b506a1305,1/6/2020,8,817.74,0.05,
a26b1213-e0c9-4b8b-955a-b6a66d34e940,1/6/2020,8,783.05,0.05,0.11
825aa1ba-8a02-482c-98b4-ed97a464f25c,1/6/2020,6,384.23,0.05,
489e79a9-9d0e-474d-8cfb-a8b9d59718dd,1/6/2020,7,436.01,0.05,
01a05555-6e55-48f4-bdf2-2b0400a144e4,1/6/2020,2,185.87,0.05,
b2ab7e93-0b6f-45c0-acbf-a7e3c34ee523,1/6/2020,8,227.01,,0.11
5f8cf8fb-91e7-4ac8-a9bc-6af1645c8f58,1/6/2020,3,660.44,0.05,0.05
5c4598f9-8533-4399-a49b-418ad3cd0d1c,1/6/2020,2,782.50,0.2,0.11
37915074-a832-4fe6-9d8e-1338f81cfabf,1/6/2020,7,128.20,0.1,
0266b9c2-c0a2-4f1e-8b8a-a1c8627fcd44,1/6/2020,5,989.92,0.05,0.11
2b7672eb-08e9-49b1-a969-fd4f627af8c0,1/6/2020,1,954.90,0.05,0.11
05bda919-0702-4be0-a784-b65fd54e95a0,1/6/2020,7,694.87,0.2,
2ca2babb-8c4a-4257-b5f2-0d2d9e36ca13,1/6/2020,4,618.11,0.05,
89e03208-10cd-4aa0-b199-2e7e4db9b417,1/6/2020,5,250.40,0.05,0.07
60ba81f2-ca97-4bcc-86b2-f29443f8faf0,1/6/2020,9,299.26,0.1,
b29576e4-9a0e-4580-9e08-e177da75bb9c,1/6/2020,6,784.92,0.05,
7907accc-7032-4126-8198-7627311fd83b,1/6/2020,7,160.66,0.1,0.07
bf847146-a78a-4f59-9323-fe135b5a55a4,1/6/2020,1,441.68,0.2,
2517aa16-6597-4491-a3a1-8af767c038da,1/6/2020,3,881.79,0.2,
b93c1c77-5406-406f-9757-ddcedaa41667,1/6/2020,9,785.54,0.05,0.11
309ad045-a079-47e3-b0e1-b67262344e7f,1/6/2020,3,828.75,0.05,0.05
32895431-a026-4d03-af47-1bbe13c2d269,1/6/2020,0,502.16,0.05,
cb3804c2-de4f-48f0-9253-bcdaae7ba315,1/6/2020,2,477.87,0.1,0.11
51e2bba4-43ac-4973-88d4-efd370dc2a97,1/6/2020,8,439.77,0.05,
09fbe625-227d-45b0-a023-de6f6d7ce23b,1/6/2020,0,478.83,0.1,0.05
13e54e70-a4a4-4441-b35c-7c9195011ad6,1/6/2020,0,214.34,0.1,
04efe1d7-6d44-4296-8973-e5f96a04ca20,1/6/2020,4,789.66,0.05,0.11
75111b2e-ed59-4438-a87f-d20863028c09,1/6/2020,8,625.22,0.1,
6d180f10-dd37-4de6-a8c9-43b1d26a66a8,1/6/2020,9,162.31,0.2,
f4f7be89-69b1-49b6-941f-98741a2cc6f7,1/6/2020,1,626.85,0.1,0.11
020d2891-9c54-4344-874b-c086c5f716cb,1/6/2020,1,208.89,0.2,0.05
9868fa91-5264-4173-abc0-185c214b1ffe,1/6/2020,7,746.26,0.2,
37db2b5e-c894-41e7-8659-48e8d93361fe,1/6/2020,8,273.42,0.1,
c314f967-af3b-4ca3-b142-3dea96d51abe,1/6/2020,5,450.88,0.2,
7c2d1178-c3b5-41d9-9890-778b77247641,1/6/2020,0,545.75,0.1,
66fc4485-c225-472c-9415-79ca8d420a4a,1/6/2020,3,209.39,0.2,
e71315f8-f40c-44cf-85bf-57052d9ff5a6,1/6/2020,5,901.84,0.1,
57ab26e7-fcb3-4a1f-a5e6-b0509714c06b,1/6/2020,5,981.95,0.1,0.11
7eebd710-76a2-428b-9880-08e2513f07b2,1/6/2020,8,617.61,0.05,
976d46bf-7ef4-424c-9284-4aa2b538dfc5,1/6/2020,1,984.91,0.2,
8bd6658b-28ee-4393-ba58-de0ceb062edf,1/6/2020,7,368.25,0.1,0.05
784d72b1-ca81-4e81-aa73-ad5043f225b6,1/6/2020,0,390.85,0.1,
c2b81dd5-08f1-4b07-82ce-92883c2aa235,1/6/2020,0,822.02,0.05,
a831a153-ee74-4fac-aa0c-f24cbab461e0,1/6/2020,3,657.54,,
6fc01fce-a503-44f3-8250-43fdec25b850,1/6/2020,3,874.38,0.05,0.07
e8b871ce-99f8-4e00-9a1b-870f54db61ae,1/6/2020,1,668.08,0.05,
778360b4-c7b7-471b-9308-77deb6970d8c,1/6/2020,6,626.60,0.05,0.11
08cae088-ee41-41fa-bb15-5fd53e8319e4,1/6/2020,2,161.87,0.05,
ecf652bc-4920-4976-904c-82aa2005b673,1/6/2020,4,359.38,0.1,
9509a952-dabd-4d5c-a8b8-f3504d0865f6,1/6/2020,0,275.33,,
ae18bc14-f3d0-43a4-934f-efdd052012fd,1/6/2020,6,198.90,0.1,0.07
09b4f9fa-1588-4f69-8d48-81a810201937,1/6/2020,0,779.05,,0.05
7fb751e6-35d0-487e-a665-299a9034432f,1/6/2020,8,229.21,0.1,
3eb8f6d6-5828-428f-87bf-31eee9fcb16d,1/6/2020,8,126.59,0.2,
e709cfc1-20a4-4176-950c-9c7d9dab9d04,1/6/2020,8,764.99,0.05,0.11
e328c1d5-1f09-4151-9931-e51abc710634,1/6/2020,8,176.75,0.05,0.07
aceefcb9-d5a8-444d-a253-ab3cd4b320fc,1/6/2020,1,263.06,,0.11
21e7908c-cd57-4b75-9159-6d680e60b68e,1/6/2020,0,341.00,0.1,
34b1dc6a-056f-43d3-997a-c6b1729e587f,1/6/2020,5,991.83,,
3334c436-effe-4e4d-a23c-df66f0fad760,1/6/2020,0,627.61,0.05,0.05
8ee9af90-9c64-432c-b0c7-b44226467c77,1/6/2020,8,621.04,0.2,
3d349268-236c-4e75-a36e-9e7633fa1ce7,1/6/2020,1,272.15,0.2,0.11
bfc60683-8ab2-4e12-a8fc-54a21aa321f5,1/6/2020,4,504.53,0.2,
da30fb9a-7319-436a-92b7-9bbd64e2e4c8,1/6/2020,2,316.16,0.1,
9406b65d-bccb-4f4a-aebd-be80c01d2cc0,1/6/2020,4,409.07,,
f916cb09-9c8d-4686-bdb3-39cd98ec6168,1/6/2020,2,460.19,0.05,
030f073d-247d-4c67-97db-9f51a6b9235b,1/6/2020,7,276.78,,
194a6b1e-276a-41f2-a39c-2e01c38bbe42,1/6/2020,3,301.06,,0.07
0bf040fa-b3ad-42bc-a3ad-f6989a4474d7,1/6/2020,0,136.11,0.1,
98d5196d-a036-43bd-9724-ad97bde086e2,1/6/2020,3,656.65,0.1,0.11
7872319c-0786-4554-804e-4a2cc14ab6fa,1/6/2020,9,311.42,,0.05
56824f66-6115-4b08-9cf8-c33108e7c895,1/6/2020,1,120.32,,
0fc29f52-ef60-4de1-8501-641907dbcf65,1/6/2020,5,942.28,,
1750e625-59d0-4b0c-82d2-340aacaaef69,1/6/2020,3,214.25,0.2,0.07
819f7b83-faf6-4726-830a-e66491efb0fc,1/6/2020,8,374.06,0.05,
9ac755b2-9a1b-4bf3-97db-a3f5d1680d74,1/6/2020,1,912.58,0.05,0.11
429550ae-2082-43e9-baf1-8c7a0f632c49,1/6/2020,6,290.14,0.2,0.05
2712d303-3c77-4f16-a772-1f2909db956c,1/6/2020,8,939.67,,0.05
cd25cf18-1841-4690-bcec-88d6953f9bbf,1/6/2020,9,256.81,0.1,
d8ab991a-ac27-411b-ae2e-4ba2e4677c79,1/6/2020,3,853.58,0.2,
1fd3ffa5-9c04-498c-8ba0-b803fc5a48f7,1/6/2020,8,692.80,0.05,
fc3db8d1-7dbf-4881-afba-c8a6dc4f7165,1/6/2020,0,828.82,0.2,
8efa7ca9-8685-4b03-83de-9a67309ecbf7,1/6/2020,8,751.92,0.2,0.11
93e8e87b-31ec-4cc2-8e72-9709e92ea975,1/6/2020,4,706.86,0.2,0.07
d051492f-9762-4f73-b62d-0ef685ed63d8,1/6/2020,4,818.40,0.2,
548cf639-c43c-4552-91fc-7fb0ba687ed4,1/6/2020,5,998.16,0.1,
7c2c8429-c61f-400f-841e-e65ebfad4608,1/6/2020,5,872.35,0.2,0.05
7abbb987-4883-48bf-801e-5081aecb0b6a,1/6/2020,6,975.49,0.1,
0667fff0-7f19-4b2a-9a96-366ea54d2518,1/6/2020,9,479.59,0.1,
9c9ef25d-d081-4883-a7af-56fc628d6549,1/6/2020,6,376.48,0.05,0.11
cf91c88d-c74f-48c1-976c-3484ac98e929,1/6/2020,6,337.17,0.1,0.07
81275c17-f35c-4ba0-8976-7fe02c6b2c1c,1/6/2020,5,884.81,0.05,
4b3b6488-76fd-431b-9741-d9043bf9501a,1/6/2020,0,592.37,0.05,0.11
effc767b-5d33-456e-b9d0-a7f4ae9c108a,1/6/2020,1,337.62,0.1,
d76c5f26-1845-401c-9121-8ca4938fdd1b,1/6/2020,5,422.81,0.05,0.05
c16fb349-f83b-4041-926b-9f06acb22ab6,1/6/2020,1,452.54,0.1,
d4e737f1-28f5-4d2d-b4f1-4685ff87b81f,1/6/2020,7,776.19,0.1,0.05
1cb3fbe4-7559-4cd5-9481-cfe5fcb32846,1/6/2020,3,841.45,0.05,0.05
193861e0-78d1-4aa6-8213-ae452ac40f11,1/6/2020,5,261.76,0.1,
fbedec23-dc5f-486a-9b71-3bf88c1b434b,1/6/2020,3,282.18,0.05,0.07
a8759748-1dde-4107-b1d0-d9e8ba6318d8,1/6/2020,1,715.16,0.1,
0698e427-0a37-4f58-aa6f-c31f09c3cab9,1/6/2020,2,391.64,0.2,
461070e9-e92a-4a0c-9e52-bca5f8e93b37,1/6/2020,4,930.00,0.05,0.11
d90b2306-1080-4251-a9b9-3828d2c2b217,1/6/2020,2,208.06,0.1,
13ae57ca-a2e7-4681-923b-83e9593783c1,1/6/2020,0,770.87,0.2,
f74c9a4d-2c94-4035-8b23-44ce08b2adad,1/6/2020,6,271.59,0.05,
99417fb8-c79b-48b7-bf45-460951cc0bef,1/6/2020,4,816.95,,0.07
871498fe-4c0f-4559-9260-cca4b43cb4d7,1/6/2020,2,965.70,0.1,
59316f35-c6ff-4d5d-b2e7-4797c7e8a25e,1/6/2020,8,902.94,0.2,
a948e08e-515f-4d85-90b1-e192f5766988,1/6/2020,5,746.40,0.1,
8ba34d1d-1340-4e8e-a89f-958865747bd7,1/6/2020,6,160.69,0.1,0.07
66de4c8c-fcb7-4fd7-a9e0-5baf7ffee166,1/6/2020,5,435.61,0.1,
b614a1af-490e-49ea-ac38-cffb0e5424b9,1/6/2020,0,478.14,0.2,0.11
457cb1fe-d4b0-4d96-ad0f-5e25b75a9989,1/6/2020,4,762.23,0.05,0.11
35820d92-4c27-483a-8d6c-bed69f3b7f81,1/6/2020,0,988.06,0.1,0.07
a9176a25-66d4-4ad6-9c97-15ec782d14a7,1/6/2020,6,647.44,0.1,
c1b9a67c-0351-464a-b7ad-152ce479af95,1/6/2020,2,323.94,0.2,
68f58e99-335d-41fb-8e09-65c415c3f41f,1/6/2020,8,871.18,0.1,0.07
90763527-c1bf-4adb-aafe-159c056c8319,1/6/2020,5,297.77,0.2,
8db6eb55-4300-4019-ba7f-8951ac60c0b0,1/6/2020,6,444.83,0.05,
4c605ba7-2497-42d8-99d9-7d9feba2ddfc,1/6/2020,9,493.46,0.05,0.05
d559c55e-5549-4d06-896e-e6a9105d6838,1/6/2020,3,113.91,0.05,
5986a5c4-6ee2-4bba-a85c-35dc6202fb4a,1/6/2020,3,111.09,,0.07
8b8c704a-148e-41fb-88ca-52ed119cb708,1/6/2020,8,710.89,0.05,0.05
58b52975-c120-4618-b693-d2ce8b218af9,1/6/2020,8,243.03,0.1,0.11
35d32ae7-1133-41db-9800-1e5615060457,1/6/2020,8,252.04,0.2,0.11
13b2fa51-4ce5-4884-8aba-1a3628d632c2,1/6/2020,1,862.80,0.1,0.07
5427f52f-17b0-4079-90b5-4a90a6895f78,1/6/2020,8,112.40,0.1,
da56d7d0-e381-4640-8b11-a79a3cb18b3f,1/6/2020,8,301.57,0.2,
19522f4a-4beb-4f90-9b23-40a5077b532b,1/6/2020,9,893.04,0.1,
9f44ec12-4ba8-435f-a037-72e9c06adfca,1/6/2020,0,152.64,0.05,0.11
014afcd4-1c72-45aa-bbac-c062e7370ff0,1/6/2020,4,449.04,0.2,0.07
212f56c5-805c-4ee7-b7a9-78014ee5b91f,1/6/2020,0,475.35,0.1,0.07
a322ee76-df5a-4c3c-9627-88d832d0a5ff,1/6/2020,2,754.84,0.2,
3988370c-d34a-42dc-b0db-94be7298655d,1/6/2020,7,648.90,0.05,0.07
f541aea4-4371-4698-8d2a-dd4a36e57569,1/6/2020,9,401.00,0.1,0.05
09cadb2a-eadc-440b-8c51-0ec5964692ae,1/6/2020,3,946.88,0.1,0.05
d97e9ee9-0aa6-463b-b5a1-4b9227f6d9e2,1/6/2020,6,567.95,0.05,0.05
2752549f-06c9-4b8b-b0f6-a9525560be03,1/6/2020,5,356.99,0.2,
b71acb00-fc41-4eaa-9d84-8516388fb470,1/6/2020,4,823.61,0.05,0.05
6a465b22-a834-4435-8d63-a79ba8078d69,1/6/2020,2,670.60,0.2,
3ff22a60-0423-478b-abcb-59d6a87facbd,1/6/2020,4,908.83,0.1,
bf8491a9-ed02-4713-b3a7-6a720d9c0ca6,1/6/2020,8,510.10,0.05,
2c7c9594-a3ac-4ea0-a30c-c984ff7ae36b,1/6/2020,7,598.59,0.05,0.07
4556b6e8-05b2-4083-9c49-e2c9830c8c60,1/6/2020,4,958.53,,0.07
1b3ba2c5-d61b-47c5-8cb9-9af38453fa32,1/6/2020,1,131.43,0.1,0.05
95dce383-2a8c-4a04-95a1-e66ab816755e,1/6/2020,2,339.49,0.05,
c1fd22df-deb8-46d8-8e41-f0a7d097dcea,1/6/2020,5,808.09,0.1,0.07
83e64024-2d7e-403a-9572-d8c323a39188,1/6/2020,0,257.36,0.1,
a856a44e-3081-46f1-98cc-e9a67ac8ec44,1/6/2020,7,832.04,0.1,0.11
add6377b-6c50-4ac1-b4be-058cfe4d62e6,1/6/2020,2,896.54,0.2,0.07
18ffbe33-3f3b-4e96-b79e-81f85aa1698c,1/6/2020,2,140.28,,0.05
bfea9097-0846-457f-88cd-0b9ad9bed83d,1/6/2020,2,252.87,0.1,0.07
04380c31-dc5e-4586-aac8-b9798ff6c042,1/6/2020,3,218.53,,
1afa439d-eb48-4d39-8398-a75fe8edf303,1/6/2020,9,344.80,0.2,0.07
480c6427-03ff-4dd9-b532-7e1a06caefc9,1/6/2020,1,886.65,0.2,
776cdca1-df32-423a-bd61-41a1222038b4,1/6/2020,5,319.97,,
757dc78f-208f-4a8d-bba0-433138aad655,1/6/2020,3,941.82,0.1,
e4d41c70-9312-45a3-9044-a4b969dbc4c9,1/6/2020,2,138.13,,0.05
f11be314-d6c0-435a-a6aa-e6b9e334c704,1/6/2020,1,182.68,,
6c5020ee-d744-44a1-a83e-9e422339df74,1/6/2020,3,429.36,0.05,0.05
dc867bf2-dc6e-41ea-9ebb-599e4ed06cf7,1/6/2020,5,505.73,0.1,
6b20dff0-1db0-41c7-974d-8e9ea804f4a2,1/6/2020,6,848.04,0.05,
28493f67-2b79-4a67-8d3c-caaccb098cc5,1/6/2020,6,528.74,0.05,0.05
18d54860-f2d0-41a4-8b77-feb5c93398c8,1/6/2020,3,102.86,,0.05
e9ad6b63-f037-423e-a624-695c523a095d,1/6/2020,3,245.60,,0.11
abdcf396-c118-40ec-a96e-3c9257a66384,1/6/2020,8,948.01,0.2,
f5def6ac-1ba1-48ac-b2d4-a88d85866d14,1/6/2020,1,922.83,0.05,
1603d279-71e0-40e3-8509-e372e304bca6,1/6/2020,6,207.56,,
7cd06878-48fc-4797-91f8-0366b52c58db,1/6/2020,6,644.75,0.2,0.07
9a041c23-a4d2-4dfe-a4bf-de863bd2f25f,1/6/2020,9,787.62,0.1,
d4a03cdb-a37d-4968-96d8-da68b79e9bbb,1/6/2020,5,757.19,0.2,
e3c4e2a3-238b-47f4-8cca-470e4e037e99,1/6/2020,2,869.16,0.1,0.11
00cb2fe5-01c9-4386-b341-bbaea2868edd,1/6/2020,0,803.56,0.2,
6dda3ad2-96ac-4d93-b97e-1d2533097e8e,1/6/2020,1,754.70,0.05,0.11
5a924a6a-82ed-4f8f-a0ca-326ddb912e3a,1/6/2020,9,527.16,0.1,
97e3b373-fdfc-443d-b818-c575ebba2412,1/6/2020,6,499.59,0.2,0.05
407a73ed-5dfb-48a4-9d9e-21fcf4f51d83,1/6/2020,1,333.53,0.05,
fba2a1d3-3af5-40cd-80c4-6b9589949a85,1/6/2020,6,889.14,0.2,0.07
37ec4b16-e8f9-4f1a-a4da-d4f5f736caeb,1/6/2020,2,664.97,0.1,
dea1705d-937d-4370-83e8-5b75091f0120,1/6/2020,6,435.58,0.2,0.11
43157875-8857-4f89-b5dc-366a372509f6,1/6/2020,0,447.94,0.2,
7c305b87-c607-40ea-a1b5-0674e5d6bc86,1/6/2020,5,661.41,0.1,
5a1634cc-019f-4748-9650-a0226d93d007,1/6/2020,5,382.81,0.05,0.11
