user_id,event_datetime,product_id,sales_value
7094c7af-461e-482f-b01c-be1e0e939938,25/5/2020,0,435.81
10d29606-f496-4a44-969a-b548c2374631,30/5/2020,5,985.22
146f0d6b-516f-4b47-85fa-adc1fcf833c4,22/5/2020,8,345.88
a3c2c4a3-7860-4d9e-834e-edadcf2bb251,25/5/2020,3,809.92
34c86b2a-a41a-42a4-b67b-e0d5a383d9d5,24/5/2020,2,438.01
3cd4e604-ff5d-4b61-97f6-df7a987b91fb,27/5/2020,7,694.06
3382403d-c885-4f66-af53-0457b4366ca8,24/5/2020,8,148.99
b313191b-d6fb-4a5b-ae6d-42fc165359f3,27/5/2020,2,525.56
80c67e04-9911-44fb-a39b-fafbf54384f9,20/5/2020,6,538.56
0abfeea2-bdb6-4a34-97d4-b1385953fb9a,27/5/2020,6,829.84
be8e33f5-61c9-4a43-9d1d-b71d28a0edf9,30/5/2020,4,849.82
01d5c5c5-88a5-413c-8398-3965d27a2d49,30/5/2020,5,891.72
20ddf296-f5ba-4d05-9ca5-4fc38c103c0c,27/5/2020,9,864.43
9630c225-9600-4a8d-b8b9-e3af1795460a,28/5/2020,2,391.94
6ab06fdd-3c54-4c44-8708-9eb1e830c72a,29/5/2020,7,954.16
55b24b48-fc6a-42c0-863b-c0c0c51ac7d3,23/5/2020,5,553.43
e9dd17ff-94cb-4310-83eb-ecd6ff9c0e2c,21/5/2020,2,494.55
5b1a9911-eab7-4776-a522-59b70544c527,26/5/2020,0,714.41
d98a52cb-193c-4123-89b3-c1035cbed2a1,27/5/2020,9,144.78
724aec72-6922-48b3-ac35-a55be33688f1,26/5/2020,5,740.03
29ab0d7e-8b24-4ee7-8350-065d0f962455,25/5/2020,9,373.94
03693ff6-157f-4aef-b8e3-09cb49d97d3b,28/5/2020,6,153.16
f8509623-3a2f-46da-98cc-26330db84053,27/5/2020,8,412.45
e9cc9686-3e6c-4cd5-8ef7-d01eadb3fc99,23/5/2020,2,181.89
cd5c932f-d02d-4df9-bfb1-072f165a1831,27/5/2020,2,102.62
3240621b-1558-47c7-ab61-6868f91a306a,22/5/2020,3,871.10
7c7ee66f-1ff6-48fd-b77e-384545506781,27/5/2020,4,828.84
f10dea86-7882-47d8-bc14-a0f2ddfa89b2,21/5/2020,9,440.46
657cb1a8-29df-4451-ba06-4a6c40703cb8,28/5/2020,7,381.51
fe230b4e-362b-44a1-bcd3-f8ea693bb768,23/5/2020,7,213.04
04c80e33-5f00-4e7e-9137-7e18bd6fdcfd,24/5/2020,8,920.65
5b3fa4e3-5d91-480d-8d40-1e2febae6485,20/5/2020,5,404.54
a8e7d362-4ddf-4360-99b3-6d0bd0ccace3,23/5/2020,2,851.24
fc876a4e-95bd-42fb-9ffd-1af2fd7909a7,30/5/2020,8,745.97
426e3380-0497-49f0-97b4-325ac21bc3b7,30/5/2020,3,229.11
a593f506-f6ad-42d9-a1fa-41abd4e7b1b3,20/5/2020,4,644.48
1fb3a6db-324d-49d7-b6fb-a1c35c166db4,26/5/2020,2,716.96
fc38f426-8c8e-4b3c-b82a-1490ec52cc09,24/5/2020,3,692.88
c687fefb-d211-445d-9f96-a65b7ffc618a,30/5/2020,4,575.96
a49629b3-1db5-441b-8a7e-8138d40fa8e0,21/5/2020,6,807.66
32346924-029c-4212-93f5-eaffa6b122c8,26/5/2020,0,890.47
20bc4ea5-93e9-4a41-aeeb-c79716a76ed5,21/5/2020,7,475.53
0c90d9ba-abda-44fc-907b-bc870273c277,26/5/2020,9,199.68
11e1890a-5bb0-4e7c-9936-633f1ac7ce89,24/5/2020,7,102.77
05a43e02-c79b-456d-ba74-d793d06ca186,22/5/2020,6,342.20
a461cd4d-8088-4a99-a408-0f9d9d66ea8a,25/5/2020,6,177.33
c3faec50-3057-4a08-a016-7f378b3582d4,25/5/2020,2,564.01
8f1a382b-8b29-424b-9fa5-97661a49ef01,23/5/2020,7,588.35
67622382-e32f-48f0-9ff7-f532d1cedbe2,27/5/2020,3,238.08
c6aed0fd-d9b3-4f51-99c7-69457a5130c9,30/5/2020,1,727.78
c26461e6-50bf-4e99-9a0a-b5ab07661fa6,27/5/2020,1,227.90
a03a6123-62c1-49e9-abc0-32f0b0a7fcfb,27/5/2020,2,200.85
c1f2e23e-f597-4962-ad60-ccb2f989bb5f,25/5/2020,5,191.38
bbfda18c-a5e4-403e-869f-0e6647688472,28/5/2020,2,790.78
6195f348-713d-48cd-b829-38c3db246a3a,20/5/2020,0,525.74
d05286ec-711c-433d-9ffa-76f4c4d7f560,29/5/2020,7,323.18
786537de-e2e4-442a-9ea7-f12223adc31b,24/5/2020,4,808.36
556db3c4-cc4d-43f2-af9b-db5e8c1f0b18,20/5/2020,1,813.03
646a0e24-e2ef-4c27-bc71-4ffd56c64333,26/5/2020,8,531.94
8922295f-4490-4bc3-bafe-acbd35cea66d,27/5/2020,2,326.21
9289c6b2-e448-4fa7-9696-3e75a908f41d,26/5/2020,1,459.24
e4d64a04-081e-4448-aa3e-6632a9082b83,28/5/2020,1,524.34
8948c382-58cf-4c0f-86de-f2f1f3a29473,24/5/2020,0,696.67
eaccd153-cd55-4ebb-a7f2-3e8e38b9d7f2,26/5/2020,5,821.79
0e70bf26-6465-436b-8331-30916a18b1f5,20/5/2020,5,745.27
dbaffb80-2e80-439e-89cf-994cc7d38dcc,29/5/2020,7,896.02
8f410b5b-73a4-4b4b-bf60-a9087d80a05a,25/5/2020,9,393.80
d7e7a650-832b-43f0-8752-69362dda09ac,21/5/2020,9,449.58
011e90cd-6d3c-4667-969e-0e2cedf68cd9,28/5/2020,0,409.46
2fe94f96-d82e-4c3f-aba8-01d2458e7bb4,25/5/2020,3,606.36
150218ad-c0b2-4a3c-912f-289315ff5be8,23/5/2020,6,388.53
30b48a9c-e9f2-40c1-a8f2-fdd4bcf4f5d8,28/5/2020,8,948.96
4de13377-70ea-4036-b01a-77dfbde3d0bf,28/5/2020,7,155.03
b65b1eff-7393-4d9e-b76e-c9bb40c35601,26/5/2020,6,271.46
f2108871-ce59-4c76-a7d3-751ba76815a7,20/5/2020,6,697.49
80f3f9fe-403d-446a-83ad-25846b25e2c8,22/5/2020,0,615.18
4d3352df-4b29-43f7-903d-b09526248812,22/5/2020,8,986.07
7d456fbb-108a-4075-bcdd-33f54f16650b,26/5/2020,0,874.77
695869bb-a09e-4195-bd85-983c565799c6,20/5/2020,1,953.12
c54e5010-9ec9-4804-b26f-cdc1b46f8163,28/5/2020,2,693.90
52a63d4a-9d6f-44fe-93b7-3d492bb8f4e9,30/5/2020,8,615.68
82952543-86b7-45a6-a53d-d892f5605ae8,26/5/2020,1,194.37
fc00a2ce-cb2b-4ab5-9d0c-6df6cbd55b1f,27/5/2020,5,154.81
bbe81831-e27f-42d4-b4d1-f26d12bfd216,26/5/2020,0,397.32
1c7b2b83-5fd4-4f31-963a-c6b39e50c45c,20/5/2020,1,330.18
90de348f-3276-4125-9836-419f859a6ae0,26/5/2020,3,294.38
c90c8a20-834e-40ad-bd00-3f80b5842327,27/5/2020,7,815.66
2c96dd35-282b-4c98-9115-afc57f70cef6,24/5/2020,6,118.78
30fe181b-6ed3-4cde-b2c2-151d6c04e89b,26/5/2020,6,462.91
3f895594-57ab-4af2-8016-f57a04cc130c,26/5/2020,9,476.27
c5cdbdcb-a5f8-4f40-9c59-8bb1e6a037b7,29/5/2020,9,502.67
9d0ffea1-aeba-475c-a6b7-2263bd2e88d5,23/5/2020,2,885.90
84862c62-8b9d-4a1a-9e6b-cd7e2e072ff7,23/5/2020,6,357.16
7197be68-89df-4d00-8a9f-037ead6b438a,30/5/2020,1,571.40
401508d4-f042-48c8-b569-2b75875b1642,21/5/2020,3,445.88
21e692af-ec9e-42fa-a14f-0eae949b9523,27/5/2020,4,819.79
38112178-fdf5-476a-940a-e053ac20bece,23/5/2020,0,876.33
087a3220-1541-4192-a67e-3c6c7443b552,27/5/2020,4,957.99
8bdf5d0f-5797-432f-a2f0-b4e2fe998642,20/5/2020,1,918.61
d06cf8e8-4241-474c-82d8-c585e69498f6,27/5/2020,6,725.67
415a2ab5-4403-4369-bffd-fff27811a4f1,27/5/2020,6,715.86
d1fb973f-2805-4934-b799-beb94790c5fe,20/5/2020,4,164.85
8cebd5a6-d195-4fc9-a13d-80101ac4d6fc,24/5/2020,6,522.80
7a823552-d5ed-4acc-bfee-b721d9c40772,28/5/2020,3,605.11
7aa1b995-7e98-4fe0-a4ea-431ec43561c9,23/5/2020,5,480.35
5985db38-c385-42d3-b6fc-ae73ebfe888f,30/5/2020,8,492.68
3d10441b-7abf-4ccb-baf1-c61b2ebe3524,25/5/2020,7,867.90
ca5439f8-d476-49d7-bed6-42ee7441fddc,21/5/2020,3,968.30
4f5a03de-bba4-48fb-a5f2-961cd0e6c818,22/5/2020,2,967.65
c2b49445-c21b-4e6d-b5bd-156bb2cea1b9,25/5/2020,2,588.91
b53668dc-019b-4b1a-bb7f-33e5092a418e,30/5/2020,3,295.11
f662730c-8984-4c1c-b3ee-b6cf3248a037,30/5/2020,8,591.19
6abe33bb-f6e9-413e-8a87-9582559d701e,26/5/2020,7,228.77
83e9a9d1-e590-4746-8245-50297c3258a8,21/5/2020,4,674.90
5df6b855-edf0-4fc1-bd40-50683edf32de,30/5/2020,1,410.83
556df69d-4680-47db-b1e0-7cf006117368,25/5/2020,4,629.89
84a81706-1c0a-4ccd-abbb-b90d91afc1ce,27/5/2020,7,765.87
cd9e7585-5b71-4478-8ab2-0c28ce0afbc6,20/5/2020,5,907.55
39299d49-a84e-4041-a889-db7513425544,27/5/2020,4,528.54
3b616711-bd45-4373-9f8f-083a7024fb98,30/5/2020,9,850.54
fec927bf-b034-4094-9b58-b44ed7a3ce65,24/5/2020,4,676.16
6b71ebff-5bec-47b3-9983-b376b9803617,22/5/2020,7,734.73
16c0cdcd-f5bc-44ae-8719-4e4e6ff223e5,20/5/2020,1,794.28
d5b2def0-a1a0-437e-b602-bbf0fc4114b3,23/5/2020,2,600.86
bcd230b3-278e-49fb-a8e8-8bb02a471e4b,26/5/2020,8,531.99
de5abc0f-1412-4836-a1c9-0a179011f1ee,30/5/2020,6,606.71
15427826-ba29-486b-b879-ed9793eb15ce,29/5/2020,2,789.80
9efe734e-22e8-45f3-a092-a8840b1a3e11,26/5/2020,5,181.02
663fad02-1b7a-4d9c-a246-202b3017e582,26/5/2020,4,760.96
25503fba-d3fb-4726-90fa-0a0ef54b5240,28/5/2020,4,422.63
f2b00d9a-b4c6-4dba-9bdd-d2952d4cd615,23/5/2020,7,851.67
07b77910-3ee9-4bee-8a23-fb66b7a5f058,27/5/2020,5,213.29
853c18d4-9301-47eb-b68a-317fadb550bb,20/5/2020,5,805.00
74b45e1d-fb37-4c34-9276-b67507da69c7,20/5/2020,3,834.44
ab59e57f-b9a4-41bf-a596-07448d11b75a,24/5/2020,2,577.42
4b9751cf-bb8e-4eae-aed2-4227a4c89701,27/5/2020,8,970.58
724463ca-a414-4195-9d09-eff06dead294,23/5/2020,6,415.21
e6dc7a9a-e492-4db6-8468-7eb9d9584c52,23/5/2020,3,428.10
2d1dcc40-2b31-49cb-92a3-799265255802,20/5/2020,9,273.48
feef13da-015d-47e7-92a8-0bd4b83aa0be,27/5/2020,9,296.58
84fe3f84-0607-440c-ab63-82047d4ae125,20/5/2020,9,932.04
70570af2-e0bb-4369-be12-6dd78e10a4dd,28/5/2020,0,276.43
a397481b-7eaa-4400-94ef-72634a951117,27/5/2020,6,605.51
a855b831-68c3-4b2f-acb6-0f29454495c2,27/5/2020,0,696.86
ea29231b-e6de-438f-b0cc-4ae5f025a1d0,23/5/2020,1,817.02
7fbb7a17-906b-4281-a43e-49155b68de22,22/5/2020,3,732.57
ac96103d-d3bf-467b-b038-be80f0a42009,25/5/2020,4,288.14
2bb2e0ff-5ed2-4ba5-aeeb-4ea4751d5ec7,22/5/2020,4,375.02
46adc9e8-130d-4fa7-86c7-d8b87596d4f0,26/5/2020,2,600.52
74053821-f455-42bb-aece-a76754035986,25/5/2020,6,545.33
c896f259-4b5d-482f-8411-2cf8617388d5,23/5/2020,3,952.11
f2618c03-50c2-4e98-9ad7-9f4133e0f107,29/5/2020,9,149.98
3a39d320-6d5e-4d64-9e30-72248506c9f7,27/5/2020,0,956.32
4d9911c6-ed49-473a-8e27-736bed10de94,24/5/2020,1,567.87
2e5f713b-31c0-4cd1-ad4a-3292917d131c,22/5/2020,9,709.84
b44a60ff-2050-487c-9d8d-f7abbf8ea91b,25/5/2020,0,170.14
50a80b92-acdd-4c79-8175-8a8bd899d8a5,29/5/2020,8,668.67
d93751db-253c-40de-a88c-0374c8eee910,27/5/2020,1,290.04
9bd631fe-51c9-402b-9925-25578a860e1c,21/5/2020,2,878.93
d384dcaa-84c1-4c76-be10-be4969dd4852,20/5/2020,2,565.05
3905fef2-1f6f-4f68-8326-5f3287d5d25a,24/5/2020,0,699.18
614d0879-318b-4160-baf6-0b3480243e47,24/5/2020,6,431.81
92200c16-9bd0-4a1b-a4be-a6f746664e07,24/5/2020,2,968.47
779a2069-4b1e-4716-86b8-dc4b5d15c237,26/5/2020,9,679.99
0db1d284-88d0-4e73-a87c-1472fcb6c510,25/5/2020,1,271.10
ccfd9e9b-1664-43ab-9ae7-ab768227773f,29/5/2020,9,768.87
7150a7e0-c095-4c6c-a60a-d89c116363ef,23/5/2020,4,645.30
079a81af-8b69-4f3f-a886-f7c5f84310e9,26/5/2020,5,602.38
6279dbb9-b8e5-4ef5-a157-c6db7a09caa8,22/5/2020,3,683.53
1d2c2d7b-56cd-4caa-aaac-27024f345137,28/5/2020,1,149.10
2cc6d3b6-ca0e-44ab-86b4-a7c1265b2c73,22/5/2020,5,979.50
370fb3fe-2240-4d70-9b34-c83fff44af59,22/5/2020,9,155.78
8d79b3dd-fdd4-4549-b12a-68443f1a40fd,25/5/2020,3,446.22
7309729a-7f4a-4299-a311-a4507a9693e6,21/5/2020,1,734.50
ebe1be0e-1a5e-4e5c-9edb-9a5d1cf6b0dd,25/5/2020,5,550.54
6c9290dd-5472-411b-a910-8a5a0ff7fc46,24/5/2020,7,866.76
83683e19-f5db-469e-a736-c27c92c86c29,24/5/2020,1,912.94
df973c3a-5f06-4e40-b0e3-0efc54cb1d60,29/5/2020,7,409.48
5f232663-8921-415a-9be5-8e538a85b6b1,29/5/2020,8,423.57
068d7a08-159b-4746-b998-3d6ac7cbcfb8,25/5/2020,4,111.70
1026dbd1-12ce-447a-af76-aecabd4e61c9,30/5/2020,4,301.62
6728395b-9a70-4155-a743-0425ee726010,21/5/2020,3,915.17
5abc6043-fb19-43a8-a143-7360947e27bd,23/5/2020,6,806.34
cf9b5b8d-f750-45a6-8e11-49f557b388fe,21/5/2020,0,805.51
418cbf30-759f-4271-a3e6-f7eba36b10bc,25/5/2020,9,388.71
8d333754-489a-492e-9ce0-e00f4bcf9289,28/5/2020,5,344.54
3d6bd942-871d-431c-a048-a5a60c72e020,20/5/2020,6,991.39
d9653c17-051f-4a15-b3ec-4afb4b30a917,24/5/2020,1,855.14
b1b7c709-0055-4340-aa79-77cd5a099f30,24/5/2020,1,424.82
1425e648-ccbe-49c5-854f-cfc7801d266b,25/5/2020,0,949.90
cd2ca595-3762-4f93-a6f7-70db6817a7d0,23/5/2020,2,335.21
a2b97f5b-13f2-4209-a501-b9d9508ccb61,28/5/2020,3,893.35
7522da8f-4362-4bfd-ac64-b576c4a76823,22/5/2020,9,847.82
658bfcb1-e2b4-4459-a3e4-311d5ce92dee,30/5/2020,1,379.83
494d91ad-fc32-4e40-9915-5d8a381dc6c9,27/5/2020,8,232.98
9e90e3d9-84ac-44de-a5a2-de8297911075,27/5/2020,3,342.97
34fa7245-0673-46f7-a75b-1614be2663d9,24/5/2020,5,172.82
bdd29e84-a320-48c3-a601-728a95911d72,28/5/2020,4,862.61
3cc3adee-a37a-4468-832d-9b473b523b46,25/5/2020,1,809.99
2efca500-1af2-4923-af10-cdc4cb38e3e6,25/5/2020,7,165.80
a926f92d-5e71-400a-b5ce-1b1be196c6a8,21/5/2020,5,754.90
c790eb55-6262-47ee-9e3c-207a9a1b0215,20/5/2020,0,633.60
b8b5858a-1d57-4c0f-8022-fb5710841aed,20/5/2020,5,610.58
b2f5cebc-b425-4690-91d9-ab457ca747b3,28/5/2020,4,135.37
0185d25c-0247-44eb-b8b0-56616cbf4874,26/5/2020,4,551.03
54025872-3685-44f9-8e28-5bac093f19ac,23/5/2020,8,487.30
dcddcd78-8712-4ba3-8afa-24abc0368eda,26/5/2020,0,253.62
094b4fa6-27ec-4263-b93e-5c7b37a3eada,21/5/2020,9,647.90
df750589-73d7-494f-9384-bf9f3748203b,23/5/2020,0,603.30
55f4c6b1-6721-4db0-ad72-6def5f76a0cb,23/5/2020,2,624.50
856f0d7b-2df6-4645-9516-df92e3f5e855,26/5/2020,0,282.94
4ab8a32e-6ed8-45b5-bc63-24594a28bb85,22/5/2020,6,872.62
8a60e39b-37a1-4bb7-89b5-aa0f09386a37,25/5/2020,7,435.90
14174bec-35f0-45ef-bcf1-11e8bed4d286,28/5/2020,1,462.77
84fbebdd-d47d-46b9-b1ad-7cadd23462ce,30/5/2020,8,835.64
a21a00a4-d426-42aa-b220-601cff27e285,26/5/2020,2,671.24
47210165-6dd0-44cf-b6a2-99ca9a71fffe,28/5/2020,7,916.85
711c6105-eaa8-4aac-95df-d83fdd8157f0,22/5/2020,9,357.13
f4dcb560-2f7f-4426-9ba4-e4e234051d44,20/5/2020,4,404.64
068ff342-5a02-4073-92c4-aa07d2b30bee,22/5/2020,9,788.62
396da85b-a9ff-443b-993a-e84c1e13a2f6,23/5/2020,9,594.36
e2ea04e9-418b-4bc1-9ac8-6012d212eba4,23/5/2020,6,406.77
50c7b214-ee39-4e2a-afc9-d9e25ab39b49,22/5/2020,0,680.28
e56b7c74-afe3-4ed7-be5e-51b9d347efea,21/5/2020,3,518.86
4ad4cc9f-d84b-437e-93fc-77cfe5f12e74,23/5/2020,7,640.86
6a281d22-fee1-40cf-ae9b-1db095871229,24/5/2020,1,956.31
f082511f-65ae-445f-aa46-6bc54e6fd1eb,24/5/2020,9,805.92
76fb7686-f4f3-4106-b7ee-4d330c394afe,20/5/2020,0,204.82
841e7bf7-6bd8-40c2-9990-48bea13247d7,27/5/2020,1,714.87
fd783183-749e-4624-b8cb-61655371009c,20/5/2020,2,371.65
c4f71667-4cfe-47f4-9707-0bfbcd7e5341,25/5/2020,6,871.92
a6511728-c6c4-4fd6-9a4f-f2e7d17d04b9,30/5/2020,5,337.17
f62c2870-6a73-439c-96b4-0db869eb458c,29/5/2020,4,139.63
c5658140-0735-421d-b15a-edd6a4fe4343,23/5/2020,2,999.48
8f9b6f92-1097-43b8-9ce2-887cfafc684a,27/5/2020,4,906.06
3ba63c71-e431-4e2b-8cab-a56d8983e558,25/5/2020,1,226.18
448fafeb-2b21-4f81-844b-cc5da6eb3052,30/5/2020,7,565.33
b167a29e-ebfa-4d9b-adfc-faa37749dfbf,30/5/2020,8,476.55
3ca0d5b8-1f5c-49d6-aa96-c2abc65d86f8,25/5/2020,6,339.47
4e12f10f-0880-4f26-b85a-326ff3041ce1,29/5/2020,8,193.03
7ad9f494-d262-416c-8bb3-412090171e3f,25/5/2020,7,141.42
a12b8992-04bd-486f-b736-f91a4b8dba0d,26/5/2020,7,878.38
05546e2b-9ed3-489e-b4c6-548990ff0071,29/5/2020,6,316.35
56dc18bc-233e-4cbc-b3e1-b9388cec61ca,30/5/2020,4,417.19
54578171-0d53-49f3-9e2c-b1906f0c4839,28/5/2020,7,597.77
6dc59ddb-91b6-4a03-8d59-6ada36b0647c,29/5/2020,2,101.16
19e16c1c-784c-452c-8c8b-c07b67f0ac45,27/5/2020,7,362.87
e59df228-a8ba-48c9-a827-6c6f7f450ba7,23/5/2020,6,844.46
710612d5-ba29-4fd0-9438-3d0e4ac82b27,24/5/2020,5,218.24
f00769ee-0b5a-45a4-b5be-a560456839fe,27/5/2020,7,543.59
cb8b58f8-2647-48c9-99eb-75e1f519b37f,28/5/2020,4,442.86
27c1d897-4529-4e33-a70b-603c55185017,23/5/2020,7,428.78
21267dc9-24e1-48ad-a5fe-36e7e23f484f,27/5/2020,5,391.35
2e255159-b190-436c-abe5-c97d8e261b2f,26/5/2020,4,127.34
70ecbf14-b8af-4043-901a-dd725bc569e8,20/5/2020,5,938.55
9afce98b-185b-4b92-8ade-8c21b9e62234,20/5/2020,6,613.26
9b96a0b5-8d99-4b08-a3a6-7751fa3c8f4e,27/5/2020,6,301.61
b7c342db-e892-4757-bd26-3df3cc47d731,25/5/2020,5,458.26
39dfe47f-047e-4e97-9567-8b08e77d7ec3,24/5/2020,8,383.70
14f752b5-251e-4524-9684-7269c8182c03,28/5/2020,2,809.72
bff5f769-ceff-4db7-b80c-2daaa9146269,28/5/2020,3,315.97
67435bbf-6ad7-4419-aefe-ab91d5df3656,30/5/2020,3,742.02
3c419e3e-3cf3-4b08-86e0-df7478f4e0dc,30/5/2020,9,843.26
c9648bbd-b360-445f-a89f-f23020b67582,26/5/2020,7,914.68
d226a41d-d943-413e-8ca0-d022ddea2e9d,23/5/2020,9,937.14
37af1a54-a343-4a4a-886f-d4c7f8363b29,20/5/2020,3,936.91
44435cda-6633-4831-9493-8587b9641aca,29/5/2020,9,483.09
c93c920e-ba86-443d-996a-aa90443d11fe,22/5/2020,0,343.28
c206ef2c-5ef0-4f94-b18c-70751730267b,26/5/2020,3,430.21
278dbb36-8774-485e-86c4-37501d4b6bde,20/5/2020,5,779.61
6158929c-9f40-4e3e-babe-ca764c1497ed,24/5/2020,1,402.09
bfba9ce6-6a2f-4a11-9bdf-d3de39644970,28/5/2020,4,522.53
7689b753-bd99-4401-b0d9-f6d017437a1b,30/5/2020,2,780.57
8af82689-2cfc-4096-99f3-82ffb7b677fe,24/5/2020,6,369.97
6cc2673b-4ae6-4d8c-b536-9e261a92f6d4,23/5/2020,4,292.28
135f1ef1-23cb-417b-bad5-bfee986d3c5e,29/5/2020,1,641.70
72a0c495-9a1e-4896-b87f-03dbd103f2aa,30/5/2020,2,324.21
c6cf5203-d4a3-49a6-9fd8-9d35f9274203,26/5/2020,8,195.41
75d869b0-fb3e-47e7-acb8-3db93e8e1a07,25/5/2020,2,493.38
64750ac0-9c02-4077-972c-482030858cd2,24/5/2020,5,379.31
ff06cd91-5a7f-4fc7-835c-4c2957cecb57,29/5/2020,2,958.21
2e197e45-881d-45a8-93c8-6422a611f863,20/5/2020,7,962.45
c7ba49da-fcb0-478f-8b7a-e943aec4648d,28/5/2020,1,458.20
a1020dff-29ea-4350-90a5-63cb56c4c6c6,22/5/2020,0,279.95
824d1f80-ce84-48f9-b264-0c56da2893ec,28/5/2020,1,921.04
dedbb8fc-a195-487f-809e-57371aa1a7e7,25/5/2020,5,123.00
966a23af-6a41-4cf8-85c1-f568f1d42bcb,20/5/2020,9,614.37
38d4f572-796d-477c-ab40-d27fd4d87409,22/5/2020,9,469.41
930893a7-0bd7-4108-abf7-18ba19259f72,27/5/2020,7,972.11
239c5d85-7bf6-41d2-bf26-7819b9821f60,27/5/2020,7,929.84
6bce2a88-ec76-4851-951d-1ae422dec4ab,25/5/2020,5,685.65
856ea0e6-2eda-4834-a9ff-59d3212caebe,22/5/2020,3,587.52
6e0eb150-da4b-4e5e-9340-97a7c350de5d,22/5/2020,6,361.14
5adfc2c8-8613-4863-a12b-d91b10cc7412,25/5/2020,3,465.35
da4e1d60-5a5f-4c45-a0f8-4cc351cf2acc,26/5/2020,7,956.64
4c6a5123-95bb-4658-b401-034560628ff9,26/5/2020,9,970.34
de8d804c-6e05-48ad-a114-f8dbe73c5d2c,23/5/2020,8,643.82
e7d448d4-c09d-4e2b-be36-3010972981ad,29/5/2020,1,559.52
5dfb1d8a-1c05-4500-9431-65d212f552d0,20/5/2020,0,406.83
db39454e-755c-426b-a895-b79892dd8e1f,30/5/2020,3,177.00
706c32f5-e06f-46ce-88d9-e9c75b345e7b,29/5/2020,4,914.68
c5394248-4000-4999-90d4-2ef286314ed9,25/5/2020,1,482.87
4ad04e6e-bed0-40dc-b1db-ad0dc73dc62e,26/5/2020,0,381.49
af26c1de-4a33-4840-8562-04ea530a759d,24/5/2020,2,896.40
2496da27-fc67-4ddd-84ed-3dab3891aab6,20/5/2020,0,534.57
d871de36-c928-4aa0-b164-f345847e7cfd,30/5/2020,3,435.70
2ea59a43-b6d8-4df2-b446-e82a44a6a320,30/5/2020,7,753.14
c7bf980d-dd93-4af4-85fc-843f9c67a534,28/5/2020,2,791.06
43b08f6d-59e0-449c-b9a2-39fa8d5ffe89,26/5/2020,9,375.00
3559aeef-b1f1-42c9-ab59-44224fb27a0c,25/5/2020,1,341.42
d8b84730-1918-4644-a2d9-3489e3e9772c,25/5/2020,9,425.94
ef9f9d18-d22d-4961-8117-7ffbcff31cd2,27/5/2020,5,637.35
1cbd58d0-6f9a-49d4-aae0-6a77ae727626,22/5/2020,3,811.00
f6355265-8f7f-45fd-81c3-4da8b2c4a83f,20/5/2020,0,682.81
0fb434ae-7263-48d4-94c6-02a0995223a8,24/5/2020,4,951.62
1c6a647b-9c2d-41ea-af04-8852db298f42,27/5/2020,9,227.36
27bb1691-a9ea-4d8b-8099-93bf9be193c4,30/5/2020,4,143.82
f8f6804f-ca0d-404b-b228-3f544c95dfbc,26/5/2020,7,445.73
