user_id,event_datetime,product_id,modified_sales_value,vat_rate,discount_rate
9a2a8335-5fdc-4875-9f8a-749bf0d9c1c9,5.6.2020,9,908.93,0.05,0.05
f755c652-2172-4a2a-ae0c-83a218e6324a,5.6.2020,3,909.85,0.2,0.05
51243faa-fc74-48d1-97bf-11a6d9f23522,5.6.2020,8,352.21,0.1,0.1
3547728b-130a-4038-98ce-9fd729210d10,5.6.2020,2,746.38,0.05,0.05
f96fcf66-5ac3-476e-a7f1-a67eb3aabbd0,5.6.2020,6,984.48,0.05,0.05
2f4585a1-bcc1-4f71-a0b0-5f7551b37eea,5.6.2020,4,401.50,0.05,0.1
574bd905-c8c3-4cf2-a2ce-45cbfc3e7c13,5.6.2020,3,847.08,0.2,0.05
7d5be06a-cce6-4cc2-b4cd-f8d31bdd54e4,5.6.2020,4,907.09,,
e1bd335b-e7a8-487d-8d01-a05447b797c0,5.6.2020,7,132.19,0.05,0.2
5812ae06-0e68-40ab-acf1-054720b93af3,5.6.2020,8,435.66,0.05,0.1
efc7854b-8554-4aab-92e8-f7bea501d78d,5.6.2020,4,963.27,0.05,0.05
f4650b8e-06c5-4af9-93ee-76fbdbadc070,5.6.2020,9,175.67,0.2,0.05
14f3f5af-1c75-469b-b189-8071d8a28a07,5.6.2020,6,223.20,0.05,0.2
41eaef6d-6b62-4d88-b22c-41ee8f751690,5.6.2020,5,231.31,0.05,0.2
ded0cc9e-7363-46b0-8f30-83b328df129e,5.6.2020,0,712.61,,
1d03421b-2c1c-41e1-b80e-de2ad800206e,5.6.2020,7,410.04,0.2,0.05
e95a73d5-f55e-42cd-8418-77212c9497d4,5.6.2020,5,357.28,0.05,0.2
39b8ac2c-78f0-46c9-8764-c2f0f5a9d4aa,5.6.2020,1,792.67,0.2,0.2
2445248b-d97b-451b-9ac0-715f21dc0d50,5.6.2020,4,874.10,0.1,0.05
c4b98f25-e134-49fc-86ac-ae7b44a61928,5.6.2020,6,920.61,0.1,0.05
1745f7c7-827b-4498-8a1c-684807d2b2ae,5.6.2020,0,838.80,,
15adef19-5f18-42f8-ab5d-71bfabd8d8d6,5.6.2020,0,353.28,0.1,0.05
35531402-244a-44b6-bfb1-2d7720adc5f7,5.6.2020,8,817.87,,
50586f10-21d5-4607-850c-6db6cda4ca47,5.6.2020,1,955.61,0.2,0.1
4291d798-10e4-41a8-ae4b-cd19bff503c7,5.6.2020,9,604.85,0.1,0.2
0ee7c4f1-2f3d-4c1a-a80d-107b6736c8f3,5.6.2020,5,981.75,0.05,0.2
5262742f-7ef4-4814-874a-dbf6507ffd4a,5.6.2020,8,797.41,0.05,0.05
2d61d56e-5d9b-4624-98f9-9215162717c2,5.6.2020,8,911.02,0.05,0.05
c47908fe-db15-4f85-a875-a55965e937b6,5.6.2020,0,533.04,0.2,0.05
aed2153a-8c6b-485c-8540-eb3187875c0a,5.6.2020,1,296.02,0.2,0.2
104d9df8-ad41-43b6-9ed5-22a90d4378d2,5.6.2020,0,136.22,0.2,0.2
23bca18e-6c71-4cfe-9aab-4c9ecf87679f,5.6.2020,7,111.91,0.05,0.05
d041a6fa-b753-4c4b-a911-3970852c275b,5.6.2020,0,969.13,0.2,0.1
c66689ca-2eca-47e1-bea1-d06607df1981,5.6.2020,1,972.65,0.2,0.1
2d9c1542-3cd1-4e74-92ba-79e066a83fea,5.6.2020,5,563.98,0.2,0.2
854bd59b-77d3-43bd-8f1e-66f3e100ec0d,5.6.2020,9,868.42,0.1,0.1
3a03458a-9577-449e-bb85-3e8c623f9f0c,5.6.2020,7,213.48,,
ccd0ceb7-cb6a-4ba8-9255-12de2cb5136a,5.6.2020,5,987.72,0.2,0.2
e350ce07-9b41-4a9e-9314-59759d9a0eaa,5.6.2020,3,338.74,0.2,0.1
d178095a-897c-4e42-99b8-82e566c6c771,5.6.2020,5,901.00,0.1,0.2
06363f31-48cd-49d6-b9dc-5f6490432a05,5.6.2020,6,335.85,0.2,0.1
ea7114d8-8e67-48e1-a86c-068285a26438,5.6.2020,8,694.98,,
19de013d-fa9e-4b68-b0e3-8715978a16f4,5.6.2020,8,145.03,0.1,0.2
90d85ef1-1d00-452b-8ff6-3a9a4d28a31f,5.6.2020,7,732.95,0.05,0.1
d8222a71-2dce-4f0c-81fe-6df1d06b7ed4,5.6.2020,0,517.63,,
081599b4-d586-4ac1-8eae-508d1985ad86,5.6.2020,7,264.98,0.1,0.1
7c431aa2-19de-46c5-8498-e1a21ffc9e94,5.6.2020,0,777.93,,
db237e46-6f97-46a7-99f5-dce0f3d676a5,5.6.2020,6,233.15,0.05,0.2
eaea85de-dbf4-41da-98b9-b8730c0d2ab1,5.6.2020,6,512.93,0.1,0.1
99454e16-1a38-44bb-ae44-1b971354ce11,5.6.2020,0,632.03,0.1,0.2
d43f630d-d77b-4565-adc5-c3d403cb5a60,5.6.2020,6,468.73,0.05,0.05
eedb8e0d-5cb3-4a87-9b38-4c2156c97242,5.6.2020,9,368.38,0.1,0.2
715ca699-5ed5-4711-a919-e0642893977b,5.6.2020,4,560.95,0.2,0.2
dfcbf12c-6490-476f-b907-89b6794bd493,5.6.2020,5,216.27,0.1,0.2
e10b2605-6934-47df-9668-42393197e40c,5.6.2020,7,125.27,0.2,0.2
ebbb58ad-b8bd-4447-ac5c-02ee5b473f8b,5.6.2020,8,959.50,0.2,0.05
8dadbacf-bbd0-4214-9e29-03ace41581c4,5.6.2020,7,161.05,0.1,0.1
68f4795e-ea5f-4009-8c61-f46c00decedf,5.6.2020,9,668.10,0.05,0.2
e3ea0228-9a6f-4a8a-9181-62f1ef72fcdf,5.6.2020,8,352.03,0.1,0.05
20f43af1-ad91-47ea-a4e5-1957177a1f85,5.6.2020,0,491.27,0.05,0.05
9634a104-c6be-49b8-b795-64afaf60a7ee,5.6.2020,5,809.16,0.1,0.2
07b84f32-219b-45b5-9186-f7dd8e364204,5.6.2020,7,475.93,,
ece83669-7a3d-437b-ac88-b22aacbb51f9,5.6.2020,4,751.17,,
6cf7e74d-580e-45cb-b8a1-b603aceee041,5.6.2020,7,935.37,0.05,0.05
d5a85ceb-7237-4cc7-8941-67eb3144eedb,5.6.2020,4,567.96,0.05,0.2
8fc83229-69fb-411b-97b5-dac99520dc2a,5.6.2020,8,454.91,0.1,0.1
56c42b36-c9fe-45b3-8831-8caf62f45b50,5.6.2020,1,311.17,0.1,0.05
fbf8ff2f-8cd3-4804-88c3-f485f6c44af9,5.6.2020,6,171.43,0.1,0.2
7434a481-ff34-4f65-9482-a6097f6828f2,5.6.2020,0,724.47,0.1,0.2
190c3f00-f427-4acc-b42c-3d906c475e0f,5.6.2020,3,234.90,0.2,0.1
87592181-6241-4add-a76b-14d15950f2af,5.6.2020,3,465.09,,
47f80d2f-bd2c-4dc3-be54-0544b6185bca,5.6.2020,9,196.71,0.2,0.2
1064a0b0-1cc2-405d-bf24-44c8b1880f56,5.6.2020,1,923.46,0.05,0.2
f3a78393-b786-4b85-9c73-d1926c45ce44,5.6.2020,7,284.82,0.2,0.05
c9a947a5-57ae-4aef-b0b9-c7f25e26cac9,5.6.2020,4,757.00,0.1,0.2
56a5543c-e796-4211-9126-79296c245e77,5.6.2020,5,931.74,0.1,0.2
1f6b7c47-99b3-4d8d-b6a8-a00865d8b569,5.6.2020,0,139.45,0.1,0.1
bdb14a92-a668-4402-907e-c1b4c01c29e7,5.6.2020,4,205.33,0.2,0.1
56c049ef-e4ab-4446-8bb9-5a9f888b98ff,5.6.2020,2,431.45,0.1,0.1
11d4d6dc-1a39-4207-9c04-5d4046d55b2f,5.6.2020,6,557.35,,
160cea91-048d-4716-99a6-ecf2a5363706,5.6.2020,7,213.40,0.2,0.05
0e9f81ab-1151-4e45-892e-0818ba9c4e02,5.6.2020,9,881.02,0.2,0.05
a8f3e090-f46e-43fe-83b2-84cf3c058ba9,5.6.2020,6,714.57,0.05,0.05
3db462e7-845a-4b18-b2db-3d96b99003cc,5.6.2020,7,621.29,0.05,0.2
b024009c-f8c3-4be7-a3dd-31314868babc,5.6.2020,2,919.02,0.05,0.2
078e7a4e-a4a9-4294-b339-e3cac941bac7,5.6.2020,7,850.89,0.2,0.2
0d5113bc-0f76-4d80-b858-299fa520a424,5.6.2020,7,995.33,0.1,0.1
b2ca12fd-6e5d-423f-947d-dd2b8ed0b6b2,5.6.2020,7,448.11,0.2,0.1
5b4bd95f-5a92-4a51-9214-5f62e964cb63,5.6.2020,8,920.10,0.1,0.05
432c7ccc-a88d-4048-bc6d-6e662f838787,5.6.2020,3,145.69,0.05,0.05
b16b67bb-6dd8-4717-9329-27f9384cf39a,5.6.2020,8,214.57,0.1,0.2
c0978bd1-d437-46f6-9e9a-cdf01a81e4ad,5.6.2020,7,122.56,0.1,0.05
f08e7781-6960-4151-be59-4633622657d9,5.6.2020,2,320.96,0.2,0.1
488a6756-3e79-41be-820c-f6a54a41cd19,5.6.2020,9,876.00,0.1,0.05
2f3fa314-1f02-47ae-b36e-f3c5a4dc338a,5.6.2020,7,621.42,0.1,0.1
e5882792-a03c-4894-8580-c03425bac599,5.6.2020,6,485.11,0.2,0.05
52cbede5-30c9-4203-94b6-48811f9383dd,5.6.2020,1,919.35,,
a6d8cbc7-2386-4d9a-a989-4c13b89c4d81,5.6.2020,1,579.97,0.1,0.05
2f24df1c-1245-4283-baf4-eb4d62c5a895,5.6.2020,4,901.68,0.2,0.1
b8940079-7499-4ffc-a663-4b29a089a641,5.6.2020,6,493.12,0.1,0.05
841db2d2-7934-4f73-ad90-d1e0491f01a5,5.6.2020,4,382.82,0.1,0.05
5e649529-bb41-4ef0-8924-b43c1ae0d024,5.6.2020,3,919.08,,
3b8f92e3-2d22-4b58-90bc-b84d4ffb1af7,5.6.2020,7,381.61,0.05,0.1
7dd7fa70-77e7-42b8-9e5e-94d2cb2c1a9a,5.6.2020,9,494.47,0.1,0.1
a5cf76b8-fa78-4ecd-afec-c11f54036dca,5.6.2020,1,818.88,,
1f2e071d-f2aa-4654-8146-bbe2faa39092,5.6.2020,7,212.71,0.2,0.1
dbc09fa2-b532-4509-83e6-d19f98ad53d9,5.6.2020,3,436.29,0.05,0.05
95a66881-155a-4f15-9e3a-89881b8b04d4,5.6.2020,3,851.51,0.2,0.2
df1ead75-19a6-44c4-bc00-0744c4e59e0f,5.6.2020,3,305.17,,
76f10ab8-74dc-4552-96ed-43554946f8e9,5.6.2020,8,557.21,0.1,0.1
60010e6c-14e0-40c4-816f-1175db6cd512,5.6.2020,5,787.56,0.1,0.2
06036b90-0b7a-4f86-a9a5-ab2ba07a457e,5.6.2020,3,325.57,0.05,0.2
d2197d1b-77a4-4f09-818a-23f5e395e5b5,5.6.2020,5,508.10,0.2,0.1
9cf4cde6-fdf4-42ad-813b-85bd7dbd384c,5.6.2020,7,912.75,0.1,0.2
27deb9a9-6965-4a33-81a2-71333605b880,5.6.2020,1,871.43,,
1b3c8e8a-f14e-48da-a565-232943577f90,5.6.2020,4,719.05,0.2,0.2
0c787fed-cb2c-4d50-8662-aadfc354ab1b,5.6.2020,2,184.26,0.05,0.2
6b2e475a-6a5b-4c9c-b1b8-b35f2a9f5aed,5.6.2020,2,591.04,0.05,0.2
d6559852-cf59-4a90-8f8e-3ce1f148b26a,5.6.2020,9,411.48,0.2,0.1
f659479b-b4e6-47a1-926b-460a6f09174e,5.6.2020,2,504.39,0.2,0.1
037407e7-27e9-4a47-a9eb-98e7be723b6f,5.6.2020,7,162.41,0.2,0.2
b549ca2b-e82c-4348-8298-ea8998610861,5.6.2020,0,463.42,0.2,0.05
be81ff2b-04bc-4526-8a6f-5add9de41a0a,5.6.2020,9,637.33,0.2,0.2
0e640473-f207-440b-8925-9c40b735f2b3,5.6.2020,2,143.59,0.1,0.2
7ccbcac0-efe5-4129-9d3b-33e6a25ade10,5.6.2020,8,325.17,0.2,0.1
a280c4ad-78cd-4b46-b008-9d1fc8c89224,5.6.2020,9,417.52,0.1,0.05
6edc50b6-560c-403c-942e-6d947bd5b51b,5.6.2020,2,601.27,0.1,0.2
afd92294-e832-43ac-b742-e8983c8cc3a8,5.6.2020,7,199.65,0.2,0.1
cfe148a5-975e-4eae-8019-0fb6e2245ed2,5.6.2020,3,621.31,0.05,0.2
f1627a37-fee3-42d0-ab14-241a0d77cbde,5.6.2020,0,141.18,,
a8536191-ca23-4ea9-a300-5c2a3925b908,5.6.2020,3,530.44,,
47a6e11a-e1eb-48c3-839a-c6ade6bd7e80,5.6.2020,1,812.78,0.2,0.1
fd0f65ea-2080-4ad9-9586-77a76eedbc22,5.6.2020,1,707.01,0.05,0.2
7646d505-07b5-48b5-97f2-f3649a7d3705,5.6.2020,5,890.23,0.2,0.2
b97ad290-ea0a-4acd-9a3d-d5445dfc261f,5.6.2020,2,766.59,0.05,0.1
f581eade-d62e-47e5-8a7d-45c4e43e0ed6,5.6.2020,7,677.99,0.05,0.05
6e583a41-5aca-4360-bad5-9c9fb4cf2873,5.6.2020,7,492.87,0.1,0.2
bb08592f-988b-46aa-b11d-e3d3a9b47ae8,5.6.2020,1,377.67,0.05,0.2
e69c2127-edeb-4f21-8720-629bb1624503,5.6.2020,4,142.99,0.05,0.05
8384de3e-aa8a-449a-b950-e0fe2514fde7,5.6.2020,2,156.47,0.2,0.1
22348a94-a856-4f2f-a1ec-30e73f5911e2,5.6.2020,6,505.19,0.1,0.2
a31a77a5-0f56-4ac9-9eb2-8380f03c3735,5.6.2020,0,745.67,0.2,0.1
3753bcc9-680e-48fd-99c3-7213c1952c8f,5.6.2020,8,772.76,0.2,0.1
5d258b1e-6755-4b63-854c-d80ed5025678,5.6.2020,8,374.14,0.05,0.2
1255ee9c-83d9-401f-90d9-23de105dfd3b,5.6.2020,0,515.67,,
5097ce26-d67f-41ec-b3b4-eea90d43652a,5.6.2020,0,287.04,,
9057909f-5f40-4b41-9090-e64abb953b34,5.6.2020,4,635.80,0.05,0.1
2e88382c-5201-4bad-9f98-ebd7e57ccadb,5.6.2020,1,606.98,0.1,0.2
66d6ca13-795b-4a84-9842-22e9bb68e42d,5.6.2020,4,460.02,0.05,0.2
e9a4f28f-6e5c-4894-90d5-5919a1b4a385,5.6.2020,6,517.97,0.2,0.05
58d3cd71-7523-419b-8cb3-376e218f3155,5.6.2020,8,617.66,0.1,0.2
b1d175a2-3ce8-43c4-a4b3-46e9a39a43d3,5.6.2020,6,538.60,0.2,0.05
29362cbf-a9a8-4c06-8397-78aef56e9157,5.6.2020,3,267.20,0.05,0.05
73a35db8-0091-4764-b33d-0a1517866fea,5.6.2020,1,256.60,0.1,0.05
6322048b-96d6-430b-8511-f7022fd7fff0,5.6.2020,7,774.93,0.2,0.1
81ea2f22-afd4-471b-8b82-4a35224c15e8,5.6.2020,3,339.62,,
f83e16e9-39c5-442f-b919-36ccee4208f2,5.6.2020,6,679.10,0.2,0.05
97309967-cad4-4b8a-84fd-bbe1e669913a,5.6.2020,4,152.08,0.2,0.05
dcf84541-26c3-44e4-aa94-04a5f1c4dcc0,5.6.2020,6,147.54,0.05,0.2
406dc9ec-178c-4d09-b2b5-a458c47d3e57,5.6.2020,3,409.06,0.05,0.05
2d174249-7b8f-4367-a18e-2d0c51f05415,5.6.2020,7,236.05,0.2,0.05
f1f6ce4d-ec77-4f83-83fd-01179a6bbccf,5.6.2020,1,114.91,0.1,0.05
07a0ae2a-6bb5-4f07-abca-8eec74b8376a,5.6.2020,3,667.46,,
32c4149f-4dd8-4adb-8c1f-66a465c54e42,5.6.2020,1,938.36,0.05,0.2
dad13e68-6620-48b0-a732-06bcc44713c9,5.6.2020,7,243.61,0.05,0.1
e9521670-c73b-4d12-b642-2fce18b88015,5.6.2020,5,618.51,0.2,0.2
1d0ad58d-8b9d-481e-9cc5-fd0827de77a2,5.6.2020,2,882.54,0.05,0.2
a995486b-a8ff-4296-b128-d70c20bbbb0c,5.6.2020,3,234.18,0.05,0.05
10995c6e-a416-4e91-ba27-039e857ac9ec,5.6.2020,6,906.71,0.2,0.1
3a96f153-2fbe-41ef-bb38-cc901679dc7a,5.6.2020,9,999.35,0.05,0.2
93ee1891-4370-4038-9c93-dda073c4340f,5.6.2020,9,935.13,0.1,0.05
65fd8e00-a6be-40eb-ad3e-c12bb806cae6,5.6.2020,2,684.73,0.2,0.05
0d072a2d-f43d-4185-8306-b5ff87a448c4,5.6.2020,4,567.61,0.2,0.05
cac2baf8-2d14-425d-8d24-1aafd726b7c6,5.6.2020,6,973.55,0.2,0.2
ab77f2db-7e6a-45b6-b65d-8241721b09a4,5.6.2020,0,379.38,0.2,0.2
d61230b9-1e21-435b-8bd4-ff47b05212b1,5.6.2020,4,144.61,0.2,0.2
239690ca-6c3c-4812-85b7-d47272f19392,5.6.2020,6,686.09,,
66785a7f-0b56-4592-8982-ca4818b99d8a,5.6.2020,9,399.03,0.2,0.1
8b1f5c67-70e0-4b8e-8657-b46bbe313f7d,5.6.2020,7,954.60,0.1,0.05
8e478ed6-b950-4e8c-8f9a-32a60951aaa5,5.6.2020,7,781.54,0.2,0.2
92913e37-b59e-49c2-b154-5061f16662ac,5.6.2020,8,152.19,,
8388fced-f42f-45b6-851d-36fa0b1cf969,5.6.2020,2,163.15,0.05,0.2
430f432a-3fc5-489a-87bb-3e45d8998398,5.6.2020,8,890.34,,
23c7c961-1b46-4ea6-94af-bb1017d06669,5.6.2020,6,743.24,,
f16189c7-a59d-4d0f-bc65-b971f0252279,5.6.2020,5,284.08,0.05,0.05
d725dc72-8c5b-409a-9455-54d860e65a6c,5.6.2020,0,894.69,0.05,0.05
05274762-5af5-4ea3-8c6f-0cabff9af2be,5.6.2020,3,682.50,0.2,0.1
4c8b52fa-4187-43d7-81ab-08ff39522caf,5.6.2020,1,472.76,0.1,0.1
529cd49a-4622-4eda-b4f5-94477f9ba225,5.6.2020,7,470.77,0.05,0.2
491d12a5-32f8-44b5-b772-34ffb75ad505,5.6.2020,3,444.98,0.1,0.1
cc99891b-0fed-4b59-b541-3e86b29bd028,5.6.2020,5,503.73,0.1,0.2
44a280f8-fdb5-4f1e-aa1c-33fab4fd9b45,5.6.2020,0,634.03,0.05,0.2
40e4d427-56fd-45a7-a246-89225fee50f8,5.6.2020,3,867.81,0.1,0.05
2034feeb-612d-469e-8725-7844b8f6951a,5.6.2020,7,674.27,0.1,0.05
6a78cda6-7844-42b7-8a51-b02908d71ccf,5.6.2020,2,588.76,0.1,0.05
beda86ce-f859-4d9e-938d-0c4a9077ae31,5.6.2020,6,144.13,0.2,0.2
f582f7a8-a6c0-464e-8252-4b9edf97b608,5.6.2020,7,344.71,,
ac34d10b-61d5-4320-bbef-a34561e2e65c,5.6.2020,8,242.52,0.1,0.05
38427dad-1538-4b33-9ab6-d85847768035,5.6.2020,9,269.30,0.05,0.2
9be9f394-0ad9-47f3-85f0-639132bae3bc,5.6.2020,2,619.76,0.05,0.1
590c7a2b-a0d3-4e45-a420-ba59835e86d4,5.6.2020,3,707.20,0.1,0.1
a3229291-71a8-4320-bc10-b0d7094c380d,5.6.2020,6,532.81,0.05,0.1
650ca550-7ad6-44d3-bf76-44b9cb69fed2,5.6.2020,2,868.40,0.05,0.1
e808c50f-ab0f-409a-80f9-2f4f054492b7,5.6.2020,5,848.98,0.1,0.05
6440fee6-e8cc-407c-b799-b0cae7cd21ee,5.6.2020,2,872.44,,
eacd7986-c983-42d3-afeb-ec603575a75e,5.6.2020,3,745.12,0.05,0.05
f7de26ae-b4c1-4188-8a69-4c558884da23,5.6.2020,7,960.33,0.2,0.05
cd9af909-2636-4b09-8eb8-3a41e70de4a3,5.6.2020,1,811.07,,
312977ec-0098-4c98-ab6a-758d4e1a564c,5.6.2020,1,299.67,0.2,0.1
315e1855-8a42-44d0-9d36-90e3ac09acc3,5.6.2020,2,850.04,0.1,0.1
356f1c1a-9a0c-4503-9a41-9ad2ab2220ed,5.6.2020,1,691.59,0.1,0.05
4c973c92-26ca-47ee-80ad-4613e6ea29cf,5.6.2020,5,357.79,,
dc4500f3-df8a-4b81-b6a1-83e19737c8c8,5.6.2020,2,153.49,0.2,0.1
fe9b9ba0-b988-4873-9537-72fdf818c51f,5.6.2020,3,687.69,,
1d5805f1-4f55-46d1-9bfe-aa04c8d1330d,5.6.2020,8,938.01,0.2,0.05
a153a4e7-d070-4907-987c-64a8e543edfa,5.6.2020,4,795.11,0.05,0.2
20a34d17-19b9-44ed-9706-b7561f314bdd,5.6.2020,3,584.55,,
c180082c-b81b-4b5a-94cb-d5b8c7a164b4,5.6.2020,7,861.61,0.2,0.05
ef8880e8-909d-454d-9c2b-1d3f41520a17,5.6.2020,8,197.08,0.2,0.05
637fd8a3-f4b8-429a-bb13-3717d4670f8b,5.6.2020,3,430.18,0.1,0.1
7290180f-3114-498a-937b-9326f37fb3f1,5.6.2020,0,746.99,,
3b93343c-60d7-43ef-99a3-fe27ea7da560,5.6.2020,8,411.95,0.2,0.1
889459a4-4d8b-4c0f-8d6b-ea91f2e7dbb5,5.6.2020,7,787.06,0.05,0.1
02a46497-6e04-4716-aef2-ffe116933a5c,5.6.2020,4,807.56,0.1,0.2
184bcfd4-2d40-4b49-a7f2-e6f204feb16c,5.6.2020,6,287.50,0.2,0.2
da31b461-4c07-4e28-95ee-ebb577ea1ed6,5.6.2020,6,907.14,0.2,0.05
28876dfa-0227-406d-bf09-bd230fc82e23,5.6.2020,3,248.29,0.05,0.05
d359e72a-3ef0-4a32-8f47-1012212fd646,5.6.2020,5,684.58,0.2,0.2
d5b90933-e4ae-4a55-9585-2413594cbfb7,5.6.2020,9,938.03,,
6691d8cb-5fb9-47d2-ac35-37017389c95b,5.6.2020,9,843.22,0.05,0.1
841968d7-88ab-4f4f-986a-ece0ce934700,5.6.2020,0,426.97,0.2,0.1
4ff55545-55ac-40d8-bf22-da37aebbc47d,5.6.2020,4,239.80,0.1,0.2
63f3b3d6-9f7a-466a-a53e-d34dfe54a3a4,5.6.2020,9,302.02,0.1,0.2
19093a54-f18b-4381-a988-66769988718d,5.6.2020,7,750.03,0.1,0.05
550e1256-3521-46d9-8ebf-33b38c4cd832,5.6.2020,9,154.65,,
a69c2528-abd2-4852-bcfa-e173a822b6f3,5.6.2020,0,607.69,0.05,0.2
73fa552e-1fef-456c-96ec-ea55f8341352,5.6.2020,1,273.16,0.2,0.05
4439ab6f-d9ff-4205-b4c4-058e45182e79,5.6.2020,1,101.16,0.2,0.1
f53ea25d-5c32-4dcd-b12a-974f7f7b55d8,5.6.2020,0,342.30,0.1,0.05
1952fb3d-ea8e-4430-ade4-d596ea2e2500,5.6.2020,4,566.89,0.1,0.05
915b3a48-3dd5-43de-8c33-178bc8768983,5.6.2020,7,835.77,0.2,0.05
41881e7e-3ddd-41ce-956a-b8c661be5d71,5.6.2020,8,482.10,,
df65c7b1-b3b8-4808-b47f-1edd0e09f79f,5.6.2020,2,840.83,0.1,0.1
874ff72d-d28a-4281-99cc-44aa07763cfb,5.6.2020,0,157.49,,
ee523c7b-7fd1-4c98-8faa-a4968880930f,5.6.2020,6,542.01,0.05,0.2
421c5ba5-0a60-494d-8e31-4bc65a46d15a,5.6.2020,5,336.13,,
0cd11180-0a99-4a7f-be8b-0799224ebac2,5.6.2020,3,790.59,0.1,0.1
b09b7f58-c011-4603-a44d-baacc088232a,5.6.2020,2,874.53,0.1,0.2
3098eb2c-9901-4bcc-943f-e870f904cb90,5.6.2020,8,682.18,0.2,0.1
01a064df-3160-4142-bc27-783b50597fa0,5.6.2020,2,487.59,0.1,0.2
ce7b2ea2-ffa4-4bc1-8759-fbc397571be7,5.6.2020,8,196.07,0.1,0.1
47de020f-bd03-4937-84e0-212aa9f54b97,5.6.2020,2,108.19,0.2,0.05
